ID,Ph,Calcium(in ppm),Magnesium(in ppm),Chlorine(in ppm),Benzene(in ppb),THM(in ppb),Copper(in ppm),Nitrate(in ppm),Drinking Purpose,Ailments,Cement Industry Purpose,Irrigation Purpose
7690,11.75021,119.41973,39.97006,62.61259,76.19158,186.30298,27.81205,172.97401,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7691,6.42175,202.85248,331.83501,455.76884,17.01801,190.62885,97.5224,186.48609,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7692,0.83536,303.04085,12.2225,495.4419,346.58486,364.38803,70.027,297.7514,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7693,11.77936,236.9336,67.12454,54.4202,119.41993,198.38964,2.4196,270.86223,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7694,4.49657,72.94463,176.51531,414.48532,94.2223,111.07247,59.55943,191.02201,Yes,Safe,Yes,Yes
7695,7.69885,54.59667,28.18111,3.94603,4.41709,8.32768,0.68464,7.92658,Yes,Safe,Yes,No
7696,9.08039,222.44925,22.99288,197.84264,151.31981,59.83657,0.44789,150.18393,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Methemoglobinemia",Yes,No
7697,8.37048,26.67458,19.29986,3.44783,4.53701,7.60531,0.15016,1.11009,Yes,Safe,Yes,No
7698,6.86834,58.76469,58.04576,145.62681,1.12786,4.97396,0.04639,48.87651,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7699,11.06113,168.83765,125.26303,88.63508,174.43871,18.81116,27.97375,120.53628,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7700,5.38746,45.95047,47.67928,61.12813,2.46003,8.31744,0.07059,63.64081,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7701,10.14549,220.47187,92.17396,83.20112,47.05682,168.91475,51.79344,213.53884,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7702,0.88469,173.94913,6.7787,199.65653,229.91028,390.79876,90.80121,434.19317,Yes,Safe,Yes,Yes
7703,12.80182,226.5799,191.58869,444.79907,170.51889,358.44679,57.16988,123.46575,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7704,6.5638,27.34056,11.09022,3.54058,3.76343,6.85,0.0564,6.13065,Yes,Safe,No,No
7705,11.33022,112.26557,43.88443,150.81657,166.19704,185.57341,22.95097,63.1176,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7706,7.42138,153.18995,169.44912,167.93401,166.02714,167.00837,3.89901,146.08019,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7707,7.98138,425.56287,316.28636,109.76273,68.84071,338.44433,56.87358,240.58725,Yes,Safe,Yes,Yes
7708,6.90247,56.97239,42.20995,137.3173,4.7284,8.9594,0.17936,31.8303,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7709,7.32594,60.01988,25.42047,3.04822,4.51827,2.25251,1.82129,3.51418,Yes,Safe,Yes,No
7710,0.37307,468.13091,241.6859,308.90216,51.3521,231.90883,91.45939,214.06773,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7711,7.43692,62.46599,12.40006,2.25095,0.00153,4.97654,0.92558,7.65522,Yes,Safe,Yes,No
7712,9.37698,256.48285,104.70145,41.02574,69.40217,71.66878,27.12622,166.20617,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7713,7.02111,38.5537,25.89134,2.60495,1.51255,4.55608,1.66258,6.85451,Yes,Safe,Yes,No
7714,6.72468,35.26207,15.94058,3.59545,4.3661,7.9984,0.70918,5.47023,Yes,Safe,No,No
7715,7.30382,268.08766,31.60098,127.28192,199.68741,107.69894,14.29636,296.08759,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7716,12.23932,266.13954,308.26722,382.82436,333.87296,202.53743,71.31878,491.2732,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7717,6.66479,47.94285,44.09213,75.1519,0.52495,6.81939,0.07613,114.22268,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7718,8.74527,115.66261,65.19238,56.29741,40.27214,40.81224,23.59776,217.77121,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7719,4.63648,308.62641,210.50677,492.25165,252.89693,350.35598,38.66623,260.8673,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7720,5.52548,53.79661,37.59973,82.53963,1.36057,7.3649,0.05666,96.8756,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7721,2.34463,398.14716,277.95737,478.93442,396.6256,276.69894,91.1761,389.33299,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7722,5.66875,51.72984,53.22753,94.8134,2.56302,6.98185,0.11924,79.21619,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7723,5.26958,59.58591,161.83527,359.95421,122.76255,254.20249,5.13492,192.95733,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7724,7.25345,29.69031,16.2266,2.79525,0.61938,3.77239,0.44179,2.53828,Yes,Safe,Yes,No
7725,3.46053,353.15844,392.07599,133.76951,101.42768,344.19612,48.92531,432.09731,Yes,Safe,Yes,Yes
7726,6.84867,49.27381,29.31854,2.54437,0.53667,5.15384,1.85212,9.17333,Yes,Safe,No,No
7727,2.05114,261.90642,112.89182,109.49097,93.90201,138.15476,58.29603,15.52208,Yes,Safe,Yes,Yes
7728,11.59325,450.165,212.27352,455.60462,128.98878,268.14046,70.75258,221.65127,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7729,8.87828,286.03558,50.2764,114.57602,127.33655,66.0672,4.04703,251.49041,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7730,5.0936,8.64595,114.87715,179.2277,275.6213,220.51791,61.71092,272.08706,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7731,0.80314,471.17091,319.36706,108.26802,191.40373,202.41966,21.94404,288.23174,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7732,5.53458,55.90479,37.99115,122.45928,1.97053,3.88459,0.18306,67.30287,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7733,11.44379,281.57834,162.52541,140.86344,177.98943,117.2086,13.52016,299.81812,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7734,9.89401,200.79375,158.11311,61.56051,116.9457,85.1426,26.19145,202.35208,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7735,5.61888,43.01897,55.86357,71.45632,3.33663,7.3262,0.18413,68.82884,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7736,4.77221,133.11892,142.22711,163.37399,141.55863,177.26441,35.48519,155.57638,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7737,6.61388,54.72888,18.37937,2.5591,3.87856,4.09512,0.65394,5.29673,Yes,Safe,No,No
7738,3.33281,336.98911,156.61032,261.21663,296.70301,70.60961,46.14167,99.61406,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7739,7.70991,25.43589,21.554,3.20196,3.23226,1.59985,1.19404,6.01716,Yes,Safe,Yes,No
7740,7.70446,46.15431,10.57464,2.63934,3.55371,8.56043,0.79722,7.86338,Yes,Safe,Yes,No
7741,8.3741,23.09004,20.34301,3.68438,0.01722,1.02358,1.37601,0.68872,Yes,Safe,Yes,No
7742,7.17565,244.0576,18.19906,12.15766,177.79006,156.10648,25.42505,94.65979,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7743,1.61625,234.4774,149.91264,496.01178,348.24917,167.65346,62.48959,387.47022,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7744,5.04934,59.25721,50.0129,73.48897,4.58588,7.15376,0.04263,70.26015,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7745,9.12501,282.6278,204.73532,181.74887,180.50591,303.11805,8.37317,236.90566,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7746,11.01298,242.08791,43.03636,56.18649,155.52314,148.7181,5.72094,175.64515,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7747,10.8201,33.36178,35.61398,133.32482,124.38307,184.79545,96.13576,343.05188,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7748,7.95554,83.00986,171.46688,11.91546,178.15617,137.57114,14.16231,248.54025,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7749,10.51934,285.54662,25.57624,173.03405,12.73336,60.62614,7.64295,53.00156,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7750,7.39801,35.10555,20.14609,2.12214,2.45802,9.31921,1.19803,6.07105,Yes,Safe,Yes,No
7751,7.13405,38.35799,25.62459,3.45741,0.60402,8.76464,0.41411,8.30314,Yes,Safe,Yes,No
7752,5.68765,265.47894,257.95671,415.27448,166.42449,380.73331,48.30611,366.64861,Yes,Safe,Yes,Yes
7753,4.33869,199.99886,82.31587,171.2995,150.11671,217.65153,59.69863,326.37256,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7754,5.51934,52.59928,34.21037,103.22537,3.43481,4.49236,0.175,129.40891,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7755,6.78963,49.58301,16.7939,2.43958,3.57554,2.73419,0.32232,3.33319,Yes,Safe,No,No
7756,8.08434,157.03779,89.96975,62.59589,222.06077,180.5068,59.70706,87.05233,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7757,7.77921,67.76089,23.96844,3.18846,0.65365,2.17485,1.25627,5.22123,Yes,Safe,Yes,No
7758,8.08667,42.15769,17.17522,2.58585,2.24673,3.81738,0.4724,5.92212,Yes,Safe,Yes,No
7759,5.30515,31.86505,45.90926,97.56624,0.40728,8.46313,0.17083,117.14024,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7760,5.30893,56.63788,54.65448,147.29666,3.34037,8.04322,0.09513,69.26987,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7761,7.47197,28.45581,18.42488,3.32793,2.29748,3.46297,0.94323,7.11728,Yes,Safe,Yes,No
7762,6.7254,338.64042,81.09966,15.06435,3.43318,240.37438,38.64516,191.78543,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7763,10.28999,186.95901,387.03266,300.46621,40.71404,279.48922,72.95846,227.13081,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7764,8.2558,101.30853,144.80669,130.78113,28.22455,120.34255,10.67129,201.96072,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7765,6.78535,37.86228,10.66045,3.9646,0.0234,4.39053,0.15302,8.67411,Yes,Safe,No,No
7766,10.70103,279.0763,185.52967,211.1702,93.10251,72.56243,93.1031,142.80232,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7767,12.82033,70.7156,333.62492,194.34147,303.30031,289.82803,12.84386,69.74887,Yes,Safe,Yes,Yes
7768,2.60779,105.80083,89.66075,55.06888,150.49065,196.2472,3.7657,390.5889,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7769,10.86602,166.24964,181.51313,22.72749,97.26459,1.21821,23.66368,290.12817,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
7770,8.69587,41.25635,24.85601,157.08922,11.87245,97.14475,6.97548,33.64169,No,"Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7771,5.5249,52.94124,172.50167,363.37652,17.41618,222.30691,24.62854,184.34888,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7772,8.48099,51.541,25.65209,2.29754,0.67836,5.85818,0.19023,9.39339,Yes,Safe,Yes,No
7773,6.42855,52.95748,50.90567,90.56081,2.75972,1.14511,0.04549,33.33016,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7774,7.7903,25.38868,373.67066,206.41858,50.01234,348.94714,57.16452,184.24442,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7775,6.55718,51.36063,11.87089,3.98532,2.59728,1.18255,1.55115,3.76645,Yes,Safe,No,No
7776,10.7514,56.82866,139.42402,159.91633,84.3268,134.03352,22.59958,278.54165,No,"Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7777,7.62084,51.22977,11.94059,3.54306,4.57467,9.59191,0.39963,1.08238,Yes,Safe,Yes,No
7778,1.34476,125.00299,217.93463,185.90904,98.92076,391.36326,60.27293,434.56247,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7779,4.41018,433.83563,265.92397,415.69507,381.34567,181.91439,67.65957,63.11935,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7780,0.62666,369.84668,88.38602,105.90126,389.67058,85.77141,10.77599,135.31977,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7781,3.8137,137.83553,352.8934,352.54564,227.29248,43.39505,7.89479,64.24482,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7782,5.79312,41.0094,49.59715,53.62995,2.45792,5.49087,0.1011,65.87579,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7783,9.53331,138.3369,125.84868,226.23308,89.91721,137.92252,23.68355,349.19921,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7784,9.16845,290.83409,77.6952,171.14886,145.87887,151.12357,17.86728,157.17003,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7785,6.7662,27.99384,11.35332,3.57313,0.60136,5.48776,0.6606,1.09776,Yes,Safe,No,No
7786,7.38802,40.87317,319.17656,450.91997,16.57627,177.30698,36.67867,432.65114,Yes,Safe,Yes,Yes
7787,6.9935,42.48731,59.53365,130.93692,4.77333,3.89993,0.15147,30.80074,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7788,4.70573,3.54275,192.25047,253.81832,275.78026,327.55155,66.91384,490.72461,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7789,4.94095,225.91236,318.53915,363.59854,286.49309,176.8041,31.79696,455.03891,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7790,6.86152,59.13869,13.2281,3.97503,2.37711,0.61311,1.15984,0.90607,Yes,Safe,No,No
7791,10.44175,261.34604,170.30491,410.73566,2.07324,121.15529,64.43971,483.97924,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7792,11.08257,194.29267,26.81524,20.28156,189.09665,9.74687,28.97733,52.33633,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
7793,7.55122,258.02974,21.57093,53.98003,121.35166,13.13249,22.94179,198.64664,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7794,8.4133,22.50256,26.84697,2.34914,3.45058,6.37703,1.44172,4.68031,Yes,Safe,Yes,No
7795,4.65172,28.61446,271.67954,18.35626,173.86507,23.86565,5.41597,415.56669,Yes,Safe,Yes,Yes
7796,8.29978,123.4756,165.26902,113.26296,71.39962,88.11894,5.66238,259.64842,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7797,8.38932,69.81679,14.84466,3.76415,0.32146,7.89711,1.59301,4.68683,Yes,Safe,Yes,No
7798,6.52308,34.10753,47.2333,53.74849,2.83314,1.81548,0.10504,74.28171,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7799,8.43288,48.80094,14.66664,2.68052,4.40177,6.73437,0.44352,9.35576,Yes,Safe,Yes,No
7800,6.19105,38.26548,31.47418,85.51948,2.35063,7.58266,0.07384,68.53654,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7801,6.64191,49.83614,18.47628,2.28638,3.40894,0.39483,1.75199,0.18447,Yes,Safe,No,No
7802,5.02528,35.47937,31.74808,121.95898,0.35744,6.47352,0.04148,118.5924,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7803,13.9405,389.01727,335.20186,64.90879,289.39785,59.29424,26.53982,418.31097,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7804,12.00417,198.76111,104.51638,405.29099,168.22886,140.68265,14.14145,33.51459,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7805,9.68753,152.1883,54.81213,172.50834,33.66256,124.85531,14.89453,280.8271,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7806,6.99005,43.09562,47.24713,62.91519,2.44659,9.25261,0.0386,148.49369,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7807,8.18969,41.85915,18.69777,2.33138,3.81658,8.60988,1.36081,2.44361,Yes,Safe,Yes,No
7808,13.71548,110.75745,183.88528,393.94554,76.47632,351.69983,99.20147,357.60252,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7809,9.91991,94.54955,29.03744,142.47263,187.93781,132.63965,4.00525,76.14509,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7810,13.90729,248.27004,53.88465,408.7531,240.7147,308.24349,92.787,181.11438,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7811,9.04063,315.82349,392.49174,487.54659,327.20342,303.33928,33.85508,314.26956,Yes,Safe,Yes,Yes
7812,7.16415,32.06596,15.63442,2.79552,0.94264,4.05362,0.63761,3.81968,Yes,Safe,Yes,No
7813,6.21559,44.15314,45.35746,130.76824,2.12021,5.78103,0.15197,136.00096,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7814,2.71486,48.73773,338.53709,396.46391,121.94349,254.03322,2.07115,453.82903,No,"Breathing Difficulty,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7815,9.17178,124.77862,71.30855,22.8022,198.81543,198.02241,22.37261,269.29034,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7816,6.71962,163.78741,63.63917,103.01078,378.93754,130.0873,4.50249,78.16542,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7817,7.40826,25.89186,28.26973,2.32881,2.19199,7.22405,0.46101,7.62806,Yes,Safe,Yes,No
7818,2.59432,160.53796,62.45075,63.36096,204.21654,295.53252,13.77994,359.76816,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7819,6.60378,70.15611,21.9732,3.83167,0.12491,5.90794,0.59227,8.44504,Yes,Safe,No,No
7820,7.19474,21.11264,24.23415,2.02227,2.93922,5.1111,0.88275,9.33464,Yes,Safe,Yes,No
7821,6.76188,340.99529,94.95557,425.07725,18.3249,278.81499,82.22512,236.76718,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7822,7.03884,29.53923,14.21775,2.8126,3.83731,3.4816,1.55442,4.54452,Yes,Safe,Yes,No
7823,7.94808,123.9386,188.02513,207.61814,78.79885,184.82874,79.01388,205.17865,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7824,3.68069,416.17537,47.60095,220.33047,358.59004,170.57591,92.05266,359.74099,No,"Breathing Difficulty,Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
7825,7.10223,80.53511,81.94206,105.70527,51.02917,8.25285,8.94049,198.32647,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Diarrhoea,Methemoglobinemia",Yes,No
7826,6.78285,44.46138,41.17871,89.53601,2.95229,3.19304,0.18542,121.70523,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7827,7.23365,23.50393,18.52708,2.15183,4.66228,5.13077,1.99507,4.69927,Yes,Safe,Yes,No
7828,11.54228,148.7815,113.55062,97.79094,171.17354,198.9528,3.25988,22.75026,No,"Burns in mouth and throat,Stomach pain,Nausea,Diarrhoea,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",Yes,No
7829,8.49421,43.29377,26.28412,2.08883,0.08625,5.47767,0.29731,1.82429,Yes,Safe,Yes,No
7830,7.92329,30.30348,17.24236,3.32744,3.02558,7.38526,1.52705,2.36361,Yes,Safe,Yes,No
7831,6.8709,55.84684,48.2106,90.43797,4.89294,5.59532,0.0407,27.66895,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7832,8.3728,56.01083,23.758,2.47074,0.82561,0.78328,1.24645,2.64231,Yes,Safe,Yes,No
7833,9.94411,373.13263,382.49213,316.06822,171.75902,27.46099,35.21083,259.51174,Yes,Safe,Yes,Yes
7834,5.89076,41.20731,38.80225,140.45633,1.31007,3.89299,0.16575,77.34576,No,"Breathing Difficulty,Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7835,8.06244,37.74464,27.33961,2.45277,2.93991,7.63408,1.05325,7.75954,Yes,Safe,Yes,No
7836,6.5537,55.55693,31.66051,137.16901,1.59487,7.64271,0.14183,96.65155,No,"Nausea,Diarrhoea,Methemoglobinemia",No,Yes
7837,6.87691,59.8278,10.13608,2.96207,2.4706,6.26575,0.35666,7.97519,Yes,Safe,No,No
7838,8.91743,316.52442,1.66806,315.87772,391.99211,184.06462,7.24108,461.99854,No,"Burns in mouth and throat,Stomach pain,Diarrhoea,Bladder Cancer,Leukaemia,Anaemia,Bladder Cancer,Diarrhoea,Methemoglobinemia",No,No
